a: ä°
cachucha: k'ćü°ć'
cacique: k'së°k
cackle: ka°k'l
cackling: ka°kliń
cacoaethes:> cacoethes
cacodaemon:> cacodemon
cacodemon: kak'dë°m'n
cacodyl: ka°k'dil
cacodylic: kak'di°lik
cacoepy: k'kö°ipë
cacoethes: kaköë°þëz
cacogenics: kak'je°niks
cacographic: kak'gra°fik
cacography: k'ká°gr'fë
cacology: kaká°l'jë
cacomistle: ka°k'mis'l
cacomixle: ka°k'mis'l
cacophonic: kak'fá°nik
cacophonous: k'ká°f'n's
cacophonously: k'ká°f'n'slë
cacophony: kako°f'në
cactaceous: kaktä°ś's
cacti: ka°ktï
cactus: ka°kt's
cacuminal: k'kyü°m'n'l
Cacus: kä°k's
cad: ka°d
cadastral: k'da°str'l
cadaver: k'da°v'r
cadaverine: k'da°v'rën
cadaverous: k'da°v'r's
cadaverously: k'da°v'r'slë
cadaverousness: k'da°v'r'snes
cadavers: k'da°v'rz
caddice: ka°dis
caddie: ka°dë
caddies: ka°dëz
caddis: ka°dis
caddisfly: ka°disflï
caddish: ka°diś
caddishly: ka°diślë
caddishness: ka°diśnes
caddisworm: ka°diswérm
Caddo: ka°dö
Caddoan: ka°dö'n
Cade: kä°d
cadelle: k'de°l
cadence: kä°d'ns
cadences: kä°d'nsiz
cadency: kä°d'nsë
cadent: kä°d'nt
cadential: käde°nś'l
cadenza: k'de°nz'
cadet: k'de°t
cadets: k'de°ts
Cadette: k'de°t
cadge: ka°j
cadgy: ka°jë
cadi: ká°dë
Cadillac: ka°d'lak
Cadillacs: ka°d'laks
Cadiz: kä°diz
Cadmean: kadmë°'n
cadmium: ka°dmë'm
Cadmus: ka°dm's
cadre: ka°drë
cadres: ka°drëz
cads: ka°ds
caduceus: k'dü°së's
caducity: k'dü°sitë
caducous: k'dü°k's
caecilian: sësi°lë'n
Caedmon: ka°dm'n
Caelian: së°lë'n
Caelum: së°l'm
Caen: ka°n
Caenis:> Cenis
caenogenesis: sën'je°nisis
caenozoic:> cenozoic
caeoma: sëö°m'
Caerleon: kárlë°'n
Caernarvonshire: kárná°rv'nśër
caesalpiniaceous: sezalpinëä°ś's
Caesar: së°z'r
Caesarea: käs'rë°'
Caesarism: së°z'riz'm
caesaropapism: sëz'röpä°piz'm
Caesars: së°z'rz
caesium:> cesium
caespitose:> cespitose
caestus:> cestus
caesura: siźú°r'
cafard: kafa°r
cafe: kafä°
cafes: kafä°z
cafeteria: kafitë°rë'
cafeterias: kaf'ti°rë'z
caff: ka°f
caffeinated: ka°finät'd
caffeine: kafë°n
caffeism: ka°fëiz'm
caftan: ka°ftan
caftans: ka°ftanz
cage: kä°j
caged: kä°jd
cageling: kä°jliń
cager: kä°j'r
cages: kä°jiz
cagey: kä°jë
Cagliari: kaglëo°rë
Cagliostro: kalyö°strö
Cagney: ka°gnë
cahier: kayä°
cahoot: k'hü°t
cahoots: k'hü°ts
cahow: k'haú°
CAI: kï°
Caiaphas: kä°'f's
Caicos: kï°k's
caid: káe°ð
caiman: kä°m'n
Cain: kä°n
Cainitic: käni°tik
Cainozoic: kïn'zö°ik
caique: káë°k
Caird: kä°rd
Cairene: kï°rën
cairn: kä°rn
cairngorm: kä°rngórm
cairns: kä°rnz
Cairo: kï°rö
caisson: kä°s'n
caissons: kä°s'nz
Caithness: kä°þnes
caitiff: kä°tif
Caitlin: kä°tlin
Caius: kä°'s
cajeput: ka°j'p't
cajole: k'jö°l
cajoled: k'jö°ld
cajolery: k'jö°l'rë
cajoling: k'jö°liń
Cajun: kä°j'n
Cajuns: kä°j'nz
cajuput: ka°j'p't
cake: kä°k
caked: kä°kt
cakes: kä°ks
cakewalk: kä°kwok
cakra: ću°kr'
Cal: ka°l
Calabar: kal'bá°r
calabash: ka°l'baś
calaboose: ka°l'büs
Calabrese: kal'brë°z
Calabria: k'la°brë'
caladium: k'lä°dë'm
caladiums: k'lä°dë'mz
Calais: kalä°
calamanco: kal'ma°ńkö
calamander: ka°l'mand'r
calamari: kolomo°rë
calamary: ka°l'merë
calamine: ka°l'mïn
calamint: ka°l'mint
calamite: ka°l'mït
calamities: k'la°m'tëz
calamitous: k'la°mit's
calamitously: k'la°mit'slë
calamitousness: k'la°mit'snes
calamity: k'la°mitë
calamondin: ka°l'mund'n
calamus: ka°l'm's
calando: kala°ndö
calandria: k'la°ndrë'
calash: k'la°ś
calathus: ka°l'þ's
calaverite: kal'vä°rït
calcaneum: kalkä°në'm
calcaneus: kalkä°në's
calcar: ka°lkár
calcarate: ka°lk'rät
calcareous: kalkä°rë's
calcareously: kalkä°rë'slë
calcareousness: kalkä°rë'snes
calcaria: kalkä°rë'
calcariferous: kalk'ri°f'r's
calced: ka°lst
calceiform: ka°lsë'fórm
calceolaria: kalsë'lä°rë'
calceolate: ka°lsë'lät
calces: ka°lsëz
Calchas: ka°lk's
calcic: ka°lsik
calcicole: ka°ls'köl
calcicolous: kalsi°k'l's
calciferol: kalsi°f'röl
calciferous: kalsi°f'r's
calcific: kalsi°fik
calcification: kals'f'kä°ś'n
calcified: ka°ls'fïd
calcifuge: ka°ls'fyüj
calcifugous: kalsi°fy'g's
calcify: ka°ls'fï
calcimine: ka°ls'mïn
calcine: ka°lsïn
calcite: ka°lsït
calcitic: kalsi°tik
calcium: ka°lsë'm
calcrete: ka°lkrët
calcspar: ka°lkspár
calculable: ka°lky'l'b'l
calculate: ka°lky'lät
calculated: ka°lky'lätid
calculatedly: ka°lky'lätidlë
calculates: ka°lky'läts
calculating: ka°lky'lätiń
calculatingly: ka°lky'lätińlë
calculation: kalky'lä°ś'n
calculations: kalky'lä°ś'nz
calculative: ka°lky'lätiv
calculator: ka°lky'lät'r
calculators: ka°lky'lät'rz
calculous: ka°lky'l's
calculus: ka°lky'l's
Calcutta: kalku°t'
caldarium: kaldä°rë'm
Calder: ká°ld'r
caldera: kalde°r'
Calderon: kald'rö°n
Caldwell: ká°ldwel
Caleb: kä°l'b
caleche: kale°ś
Caledonia: kal'dö°në'
Caledonian: kalidö°në'n
calefacient: kal'fä°ś'nt
calefaction: kal'fa°kś'n
calefactory: kal'fa°kt'rë
calendar: ka°l'nd'r
calendars: ka°l'nd'rz
calender: ka°l'nd'r
Calendre:> Calender
calends: ka°l'ndz
calendula: k'le°nj'l'
calenture: ka°l'nć'r
calesa: kále°sá
calf: ka°f
calfskin: ka°fskin
Calgary: ka°lg'rë
Calgon: ka°lgón
Calhoun: kalhü°n
Cali: ka°lë
Caliban: ka°l'ban
caliber: ka°l'b'r
calibrate: ka°l'brät
calibrated: ka°l'brät'd
calibration: kal'brä°ś'n
calibre:> caliber
caliche: k'lë°ćë
calicle: ka°lik'l
calico: ka°l'kö
calicoback: ka°l'köbak
Calicut: ka°l'kut
Calif: ka°lif
califate: ka°l'fät
California: kal'fó°rny'
Californian: kalifó°rny'n
Californians: kalifó°rny'nz
californite: kal'fó°rnït
californium: kal'fó°rnë'm
caliginous: k'li°j'n's
Caligula: k'li°gy'l'
calipash: ka°l'paś
calipee: ka°l'pë
caliper: ka°l'p'r
calipers: ka°l'p'rz
caliph: kä°lif
caliphal: ka°l'f'l
caliphate: ka°l'fät
calisaya: kalisä°y'
calisthenic: kal'sþe°nik
calisthenics: kalisþe°niks
calk: kó°k
calkin: ka°lkin
calking:> caulking
calkins: ka°lkinz
call: ká°l
calla: ka°l'
callable: ká°l'b'l
Callaghan: ka°l'han
Callahan: ka°l'han
callais: k'lä°
callan: ka°l'n
callant: ká°l'nt
Callao: ka°lëö
Callas: ka°l's
callboy: ká°lboi
called: ká°ld
caller: ka°l'r
callers: kó°l'rz
callet: ka°lit
Callicrates: k'li°kr'tëz
Callie: ka°lë
calligrapher: k'li°gr'f'r
calligraphic: kal'gra°fik
calligraphy: k'li°gr'fë
Callimachus: k'li°m'k's
calling: ká°liń
Calliope: k'lï°'pë
calliopes: k'lï°'pëz
calliopsis: kalëá°psis
callipash: ka°l'paś
callipygian: kal'pi°jë'n
callipygous: kal'pï°g's
callisthenics:> calisthenics
Callisto: k'li°stö
callithump: ka°l'þump
callop: ka°l'p
callose: ka°lös
callosity: k'lo°sitë
callous: ka°l's
calloused: ka°l'st
callously: ka°l'slë
callousness: ka°l'snes
callout: ká°laút
callow: ka°lö
callowness: ka°lönes
calls: kó°lz
callus: ka°l's
calm: ko°lm
calmative: ka°lm'tiv
calmed: ko°lmd
calmer: ko°lm'r
calmest: ko°lm'st
calming: ko°lmiń
calmly: ko°lmlë
calmness: ko°lmn's
calms: ko°lmz
calmy: ká°më
calo: ko°lö
calomel: ka°l'mel
calorescence: kal're°s'ns
caloric: k'ló°rik
caloricity: kal'ri°sitë
calorie: ka°l'rë
calories: ka°l'rëz
calorifacient: k'lor'fä°ś'nt
calorific: kal'ri°fik
calorimeter: kal'ri°mit'r
calorimetric: kal'r'me°trik
calorimetry: kal'ri°mitrë
calorize: ka°l'rïz
calory: ka°l'rë
calotte: k'lo°t
caloyer: ka°l'y'r
calpac: ka°lpak
Calpe: ka°lpë
calque: ka°lk
Caltanissetta: kalt'nise°t'
caltha: ka°lð'
calthrop: ka°lþr'p
caltrop: ka°ltr'p
calumet: kaly'me°t
calumniate: k'lu°mnëät
calumniation: k'lumnëä°ś'n
calumniatory: k'lu°mnë'törë
calumnious: k'lu°mnë's
calumniously: k'lu°mnë'slë
calumny: ka°l'mnë
calutron: ka°ly'tron
Calvados: kalv'dö°s
calvaria: kalvä°rë'
calvaries: ka°lv'rëz
Calvary: ka°lv'rë
calve: ka°v
Calvert: ka°lv'rt
calves: ka°vz
Calvin: ka°lvin
calving: ka°viń
Calvinism: ka°lv'niz'm
Calvinist: ka°lvinist
calvities: kalvi°śëëz
calx: ka°lks
calycate: ka°likät
calyciform: k'li°s'fórm
calycinal: k'li°s'n'l
calycine: ka°lisin
calycle: ka°lik'l
calyculus: k'li°ky'l's
Calydonian: kalidö°në'n
calypso: k'li°psö
calypsos: k'li°psöz
calyptra: k'li°ptr'
calyptrate: k'li°pträt
calyptrogen: k'li°ptr'j'n
calyx: ka°liks
cam: ka°m
Camacho: kámá°ćo
camail: k'mä°l
caman: kä°m'n
camaraderie: kám'rá°d'rë
camarilla: kam'ri°l'
camaron: kam'rö°n
camas: ka°m's
camass: ka°mas
camber: ka°mb'r
cambist: ka°mbist
cambium: ka°mbë'm
Cambodia: kambö°dë'
Cambodian: kambö°dë'n
Cambodians: kambö°dë'nz
cambogia: kambö°jë'
Cambrai: kánbre°
cambrel: ka°mbr'l
Cambria: ka°mbrë'
Cambrian: ka°mbrë'n
cambric: kä°mbrik
Cambridge: kä°mbrij
Cambridgeshire: kä°mbrijśër
Cambyses: kambï°sëz
camcorder: ka°mkórd'r
camcorders: ka°mkórd'rz
Camden: ka°md'n
came: kä°m
camel: ka°m'l
cameleer: kam'lë°r
camelhair: ka°m'lhär
camelia: k'më°ly'
camellia: k'më°ly'
camelopard: k'me°l'párd
Camelopardalis: k'mel'pá°rd'lis
Camelot: ka°m'lot
camelry: ka°m'lrë
camels: ka°m'lz
Camembert: ka°m'mbär
Camenae: k'më°në
cameo: ka°mëö
cameos: ka°mëöz
camera: ka°m'r'
cameral: ka°m'r'l
cameraman: ka°m'r'man
cameramen: ka°m'r'men
cameras: ka°m'r'z
camerlengo: kam'rle°ńgö
camerlingo: kam'rli°ńgö
Cameron: ka°m'r'n
Cameroon: ka°m'rün
Cameroons: kam'rü°nz
Cameroun: kamrü°n
camiknickers: ka°minik'z
Camilla: k'mi°l'
Camille: k'më°l
camion: ka°më'n
camions: ka°më'nz
camisade: kamisä°d
camisado: kamisä°dö
camisard: ka°mizárd
camisole: ka°misöl
camlet: ka°mlit
cammie: ka°më
Camoens: ka°möens
Camorra: k'mó°r'
camouflage: ka°m'fláź
camouflaged: ka°m'floźd
camouflaging: ka°m'floźiń
camouflet: kam'flä°
camoufleur: ka°m'flér
camp: ka°mp
Campagna: kampá°ny'
campaign: kampä°n
campaigned: kampä°nd
campaigner: kampä°n'r
campaigners: kampä°n'rz
campaigning: kampä°niń
campaigns: kampä°nz
campana: kompa°n'
Campanella: kamp'ne°l'
Campania: kampä°në'
campanile: kamp'në°lë
campanological: kamp'n'lo°jik'l
campanology: kamp'no°l'jë
campanula: kampa°ny'l'
campanulaceous: kampany'lä°ś's
campanulate: kampa°ny'lit
Campbell: ka°mb'l
Campbellite: ka°mb'lït
campcraft: ka°mpkraft
Campeche: kámpe°će
camped: ka°mpt
camper: ka°mp'r
campers: ka°mp'rz
campesino: kámpesë°no
campesinos: kampesë°nös
campestral: kampe°str'l
campfire: ka°mpfï'r
campfires: ka°mpfï'rz
campground: ka°mpgraúnd
campgrounds: ka°mpgraúndz
camphene: ka°mfën
camphol: ka°mf'l
camphor: ka°mf'r
camphorate: ka°mf'rät
camphoric: kamfo°rik
camphorweed: ka°mf'rwëd
campi: ka°mpë
Campinas: kampë°n's
camping: ka°mpiń
Campion: ka°mpë'n
campo: ka°mpö
Campobello: kampöbe°lö
campodeid: kampö°dëid
campodeiform: kampö°dë'fórm
campong: ká°mpoń
camporee: kamp'rë°
Campos: ka°mpöz
camps: ka°mps
campshot: ka°mpśát
campsite: ka°mpsït
campsites: ka°mpsïts
campstool: ka°mpstül
campus: ka°mp's
campuses: ka°mp's'z
campy: ka°mpë
campylotropous: kamp'lo°tr'p's
Camry: ka°mrë
camshaft: ka°mśaft
camshafts: ka°mśafts
Camus: ka°mis
camwood: ka°mwúd
can: ka°n
can't: ka°nt
Cana: ka°n'
Canaan: kä°n'n
Canaanite: kä°n'nït
Canaanitic: kän'ni°tik
Canada: ka°n'd'
Canadian: k'nä°dë'n
Canadianism: k'nä°dë'niz'm
Canadians: k'nä°dë'nz
canaigre: k'nï°grë
canaille: k'nä°l
canakin: ka°n'kin
canal: k'na°l
Canaletto: kan'le°tö
canaliculus: kan'li°ky'l's
canalise:> canalize
canalize: k'na°lïz
canals: k'na°lz
canape: ka°n'pë
Canara: k'ná°r'
canard: k'ná°rd
Canarese: kán'rë°z
canaries: k'ne°rëz
canary: k'nä°rë
canasta: k'na°st'
canaster: k'na°st'r
Canaveral: k'na°v'r'l
Canberra: kanbe°r'
cancan: ka°nkan
cancel: ka°ns'l
cancelable: ka°ns'l'b'l
canceled: ka°ns'ld
canceling: ka°ns'liń
cancellable:> cancelable
cancellation: kans'lä°ś'n
cancellations: kans'lä°ś'nz
cancelled:> canceled
cancelling:> canceling
cancels: ka°ns'lz
cancer: ka°ns'r
cancerous: ka°ns'r's
cancers: ka°ns'rz
cancha: ká°nć'
cancrine: ka°ńkrin
cancrizans: ka°ńkrizanz
cancroid: ka°ńkroid
Cancun: kankü°n
Candace: ka°nd's
candela: kande°l'
candelabra: kand'lá°br'
candelabrum: kand'lá°br'm
candent: ka°nd'nt
candescent: kande°s'nt
candescently: kande°s'ntlë
Candia: ka°ndë'
Candice: ka°ndis
candid: ka°ndid
candida: ka°ndid'
candidacies: ka°nd'd'sëz
candidacy: ka°ndid'së
candidate: ka°ndidät
candidates: ka°nd'däts
candidature: ka°ndid'ć'r
Candide: kándë°d
candidly: ka°ndidlë
candie: ka°ndë
candied: ka°ndëd
candies: ka°ndëz
Candiot: ka°ndëát
Candiote: ka°ndëöt
candle: ka°nd'l
candleberry: ka°nd'lberë
candlefish: ka°nd'lfiś
candleholder: ka°nd'lhöld'r
candlelight: ka°nd'llït
candlemaker: ka°nd'lmäk'r
Candlemas: ka°nd'lm's
candlenut: ka°nd'lnut
candlepin: ka°nd'lpin
candlepower: ka°nd'lpaú'r
candler: ka°ndl'r
candles: ka°nd'lz
candlestand: ka°nd'lstand
candlestick: ka°nd'lstik
candlesticks: ka°nd'lstiks
candlewick: ka°nd'lwik
candlewood: ka°nd'lwúd
candor: ka°nd'r
candour:> candor
candy: ka°ndë
candyfloss: ka°ndiflos
candytuft: ka°ndëtuft
cane: kä°n
Canea: k'në°'
canebrake: kä°nbräk
caned: kä°nd
canella: k'ne°l'
canephora: k'ne°f'r'
canephorae:> canephore
canephore: ka°n'för
canephoroe:> canephore
caner: kä°n'r
canes: kä°nz
canescent: k'ne°s'nt
canework: kä°nwérk
canfield: ka°nfëld
canful: ka°nfúl
cangue: ka°ń
Canicula: k'ni°ky'l'
canicular: k'ni°ky'l'r
canikin: ka°n'kin
canine: kä°nïn
canines: kä°nïnz
caning: kä°niń
canings: kä°nińz
caninity: käni°nitë
canister: ka°nist'r
canisters: ka°nist'rz
canker: ka°ńk'r
cankered: ka°ńk'rd
cankeredly: ka°ńk'rdlë
cankeredness: ka°ńk'rdnes
cankerous: ka°ńk'r's
cankers: ka°ńk'rz
cankerworm: ka°ńk'rwérm
cann: ka°n
canna: ka°n'
cannabin: ka°n'bin
cannabis: ka°n'bis
Cannae: ka°në
canned: ka°nd
cannel: ka°n'l
cannelloni: kan'lö°në
cannelons: ka°n'lon
cannelure: ka°n'lyú'r
canner: ka°n'r
canneries: ka°n'rëz
cannery: ka°n'rë
Cannes: ka°n
cannibal: ka°n'b'l
cannibalisation:> cannibalization
cannibalise:> cannibalize
cannibalising:> cannibalizing
cannibalism: ka°n'b'liz'm
cannibalization: kan'b'lizä°ś'n
cannibalize: ka°n'b'lïz
cannibalizing: ka°n'b'lïziń
cannibally: ka°n'b'lë
cannibals: ka°n'b'lz
cannikin: ka°n'kin
canning: ka°niń
cannister: ka°nist'r
cannisters: ka°nist'rz
cannon: ka°n'n
cannonade: kan'nä°d
cannonball: ka°n'nbál
cannoneer: kan'në°r
cannonry: ka°n'nrë
cannons: ka°n'nz
cannot: ka°not
cannula: ka°ny'l'
cannular: ka°ny'l'r
cannulate: ka°ny'lät
canny: ka°në
canoe: k'nü°
canoed: k'nü°d
canoeing: k'nü°iń
canoeist: k'nü°'st
canoes: k'nü°z
canoewood: k'nü°wúd
canola: k'nö°l'
canon: ka°n'n
canoness: ka°n'nis
canonic: k'no°nik
canonical: k'no°nik'l
canonically: k'no°nik'lë
canonicals: ka°nonik'lz
canonicate: k'no°n'kät
canonicity: kan'ni°sitë
canonisation:> canonization
canonise:> canonize
canonised:> canonized
canonist: ka°n'nist
canonization: kan'n'zä°ś'n
canonize: ka°n'nïz
canonized: ka°n'nïzd
canonry: ka°n'nrë
canons: ka°n'nz
canoodle: k'nü°d'l
Canopic: k'nö°pik
Canopus: k'nö°p's
canopy: ka°n'pë
canorous: k'nö°r's
canorously: k'nö°r'slë
canorousness: k'nö°r'snes
Canossa: k'no°s'
Canova: konö°v'
cans: ka°nz
Canso: ka°nsö
canst: ka°nst
cant: ka°nt
cantabile: kántá°bilä
Cantabrigian: kant'bri°jë'n
Cantal: kánta°l
cantaloupe: ka°nt'löp
cantaloupes: ka°nt'löps
cantankerous: kanta°ńk'r's
cantankerously: kanta°ńk'r'slë
cantankerousness: kanta°ńk'r'snes
cantata: kanto°t'
cantate: kantá°të
cantatrice: kántátrë°će
canteen: kantë°n
canteens: kantë°nz
canter: ka°nt'r
Canterburian: kant'rbyú°rë'n
Canterbury: ka°nt'rberë
cantharides: kanþa°ridëz
cantharus: ka°nþ'r's
canthus: ka°nþ's
canticle: ka°ntik'l
canticles: ka°ntik'lz
cantilena: kant'lë°n'
cantilever: ka°nt'lev'r
cantillate: ka°nt'lät
cantillation: kant'lä°ś'n
cantina: kantë°n'
cantle: ka°nt'l
cantling: ka°ntliń
canto: ka°ntö
Canton: kanto°n
cantonal: ka°nt'n'l
Cantonese: kant'në°z
cantonment: kanto°nm'nt
cantons: ka°nt'nz
Cantor: ka°nt'r
cantorial: kantö°rë°'l
cantoris: kantö°rës
cantors: ka°nt'rz
cantos: ka°ntöz
cantrail: ka°nträl
cantraip: ká°ntrip
Cantrell: kantre°l
cantrip: ká°ntrip
Cantu: ka°ntü
cantus: ka°nt's
canty: ka°ntë
Canuck: k'nu°k
Canucks: kä°n'ks
canula: ka°ny'l'
canular: ka°ny'l'r
canulate: ka°ny'lät
Canute: k'nü°t
canvas: ka°nv's
canvasback: ka°nv'sbak
canvases: ka°nv'siz
canvass: ka°nv's
canvassed: ka°nv'st
canvassers: ka°nv's'rz
canvasses: ka°nv'siz
canvassing: ka°nv'siń
canyon: ka°ny'n
canyons: ka°ny'nz
canzona: kántso°ná
canzone: kántso°ne
canzonet: kanz'ne°t
canzonetta: kanz'ne°t'
caoutchouc: kaú°ćúk
cap: ka°p
capa: ká°p'
capabilities: käp'bi°l'tëz
capability: käp'bi°litë
Capablanca: kap'bla°ńk'
capable: kä°p'b'l
capableness: kä°p'b'lnes
capacious: k'pä°ś's
capaciously: k'pä°ś'slë
capaciousness: k'pä°ś'snes
capacitance: k'pa°sit'ns
capacitate: k'pa°sität
capacities: k'pa°sitëz
capacitive: k'pa°sitiv
capacitively: k'pa°sitivlë
capacitor: k'pa°sit'r
capacitors: k'pa°sit'rz
capacity: k'pa°sitë
caparison: k'pa°ris'n
cape: kä°p
caped: kä°pt
Capek: ka°pik
capelin: ka°p'lin
capeline: ka°p'lën
Capella: k'pe°l'
caper: kä°p'r
capercaillie: kap'rkä°lyë
capercailzie: kap'rkä°lyë
Capernaum: k'pé°rnä'm
capers: kä°p'rz
capes: kä°ps
capeskin: kä°pskin
Capet: kä°pit
Capetian: k'pë°ś'n
Capetown: kä°ptaún
capful: ka°pfúl
Caph: ká°f
capias: kä°pë's
capillaceous: kap'lä°ś's
capillaries: ka°p'lerëz
capillarity: kap'la°ritë
capillary: ka°p'lerë
Capistrano: kapistro°nö
capita: ka°pit'
capital: ka°pit'l
capitalisation:> capitalization
capitalisations:> capitalizations
capitalise:> capitalize
capitalised:> capitalized
capitalises:> capitalizes
capitalising:> capitalizing
capitalism: ka°pit'liz'm
capitalist: ka°pit'list
capitalistic: kapit'li°stik
capitalists: ka°p't'lists
capitalization: kapit'lizä°ś'n
capitalizations: kapit'lizä°ś'nz
capitalize: ka°pit'lïz
capitalized: ka°pit'lïzd
capitalizes: ka°p't'lïziz
capitalizing: ka°pit'lïziń
capitally: ka°pit'lë
capitals: ka°pit'lz
capitan: ka°pit'n
capitano: kopëto°nö
capitate: ka°pität
capitation: kapitä°ś'n
Capitol: ka°pit'l
Capitoline: ka°pitölïn
Capitols: ka°pit'lz
capitular: k'pi°ć'l'r
capitularly: k'pi°ć'l'rlë
capitulary: k'pi°ć'lurë
capitulate: k'pi°ćülät
capitulated: k'pi°ć'lätid
capitulation: k'pić'lä°ś'n
capitulatory: k'pi°ć'l'törë
capitulum: k'pi°ć'l'm
capiz: ká°pës
caple: kä°p'l
caples: kä°p'lz
caplin: ka°plin
capo: kä°pö
capon: kä°pon
Capone: k'pö°n
caponier: kap'në°'r
caponise:> caponize
caponize: kä°p'nïz
caporal: ka°p'r'l
Caporetto: kap're°tö
capot: k'pá°t
capotasto: kápötá°stö
Capote: k'pö°të
capouch: k'pü°ś
Cappadocia: kap'dö°ś'
capparidaceous: kap'ridä°ś's
capped: ka°pt
cappelletti: kopele°të
capper: ka°p'r
capping: ka°piń
cappuccino: kapüćë°nö
Capra: ka°pr'
capreolate: ka°prë'lät
Capri: ka°prë
capriccio: k'prë°ćëö
capriccioso: k'prëćëö°sö
caprice: k'prë°s
caprices: k'prë°s'z
capricious: k'pri°ś's
capriciously: k'pri°śislë
capriciousness: k'pri°ś'snes
Capricorn: ka°pr'kórn
Capricornus: kapr'kó°rn's
caprification: kapr'f'kä°ś'n
caprifig: ka°pr'fig
caprifoliaceous: kapr'fölëä°ś's
caprine: ka°prïn
capriole: ka°prëöl
Capriote: ka°prëöt
Capris: k'prë°z
caproate: ka°pröät
caprylic: k'pri°lik
caps: ka°ps
capsaicin: kapsä°isin
Capsian: ka°psë'n
capsicum: ka°ps'k'm
capsid: ka°psid
capsize: ka°psïz
capsized: ka°psïzd
capstan: ka°pst'n
capstone: ka°pstön
capsular: ka°ps'l'r
capsulate: ka°ps'lät
capsule: ka°ps'l
capsules: ka°ps'lz
capsulise:> capsulize
capsulize: ka°ps'lïz
captain: ka°pt'n
captaincy: ka°pt'nsë
captaining: ka°pt'niń
captains: ka°pt'nz
captainship: ka°pt'nśip
caption: ka°pś'n
captioned: ka°pś'nd
captioning: ka°pś'niń
captions: ka°pś'nz
captious: ka°pś's
captiously: ka°pś'slë
captiousness: ka°pś'snes
captivate: ka°ptivät
captivated: ka°ptivätid
captivates: ka°ptiväts
captivating: ka°ptivätiń
captive: ka°ptiv
captives: ka°ptivz
captivity: kapti°vitë
captor: ka°pt'r
captors: ka°pt'rz
capture: ka°pć'r
captured: ka°pć'rd
captures: ka°pć'rz
capturing: ka°pć'riń
Capua: ka°pyü'
capuche: k'pü°ś
Capuchin: ka°pyütśin
Capulet: ka°py'let
caput: k'pú°t
capybara: kap'bá°r'
car: ká°r
Cara: ka°r'
carabao: kár'bá°ö
carabin: ka°r'bin
carabine: ka°r'bïn
carabineer: kár'b'në°r
carabiner: kar'bë°n'r
carabinero: kárábëne°ro
carabiniere: kárábënye°re
caracal: ka°r'kal
Caracalla: kar'ka°l'
caracara: kár'ká°r'
Caracas: k'rá°k's
carack: ka°r'k
caracol: ka°r'kál
caracole: ka°r'köl
carafe: k'ra°f
carambola: kar'mbö°l'
caramel: ka°r'm'l
caramelise:> caramelize
caramelised:> caramelized
caramelize: ka°r'm'lïz
caramelized: ke°r'm'lïzd
carangid: k'ra°njid
carangoid: k'ra°ńgoid
carapace: ka°r'päs
carapacial: kar'pä°ś'l
carat: ka°r't
carats: ke°r'ts
Caravaggio: kar'vá°jö
caravan: ka°r'van
caravanette: kar'vane°t
caravans: ka°r'vanz
caravansary: kar'va°ns'rë
caravel: ka°r'vel
caravelle: ke°r'vel
caraway: ka°r'wä
carb: ká°rb
carbamate: ká°rb'mät
carbamic: kárba°mik
carbamide: kárba°mïd
carbamidine: kárba°midën
carbarn: ká°rbárn
carbazole: ká°rb'zöl
carbene: ká°rbën
carbide: ká°rbïd
carbine: ká°rbïn
carbineer: kárb'në°r
carbinol: ká°rb'nöl
carbo: ko°rbö
carbohydrate: kárböhï°drät
carbohydrates: korböhï°dräts
carbolated: ká°rb'lätid
carbolic: kárbá°lik
